Timestamp,Latitude,Longitude,Posicao_X,Posicao_Y,Profundidade_Z_m,Angulacao_Roll_Graus,Temp_C,CO2_ppm,Risco_Estrutural,Bateria_Robo_Perc,Distancia_Percorrida_m,Vitima_Presente_GT,Tendencia_Temp_C,Risco_Previsto_Futuro,Custo_Rota,Vitima_Detectada,Score_Vitima,Score_Risco_Estrutural,Prioridade_Resgate,Comando_Logistico
1970-01-01 00:00:13,40.705332,-74.00973,13,0,13.0,11.7,57.0,655,0,79.6,7.5,0,19.4,0,153,False,0,0,2,CONTINUAR EXPLORACAO
1970-01-01 00:00:14,40.703878,-73.999711,14,0,4.9,9.0,19.4,4218,1,78.8,10.2,1,-37.6,1,117,True,200,50,129,INICIAR RESGATE (ALTA PRIORIDADE)
1970-01-01 00:00:15,40.705836,-74.013719,15,0,2.2,2.4,56.6,631,1,78.0,6.7,0,37.2,1,77,False,0,50,11,CONTINUAR EXPLORACAO
1970-01-01 00:00:16,40.713436,-74.00305,16,0,6.5,1.2,36.6,419,2,77.2,6.6,0,-20.0,2,167,False,0,100,19,CONTINUAR EXPLORACAO
1970-01-01 00:00:17,40.706135,-74.001134,17,0,5.9,10.4,25.7,507,0,76.4,8.1,0,-10.9,0,80,False,0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:18,40.722086,-74.009787,18,0,6.3,36.7,36.6,432,0,75.6,7.8,0,10.9,0,136,False,0,0,4,CONTINUAR EXPLORACAO
1970-01-01 00:00:19,40.720822,-74.010584,19,0,5.6,10.6,46.3,649,0,74.8,8.5,0,9.7,0,77,False,0,0,2,CONTINUAR EXPLORACAO
1970-01-01 00:00:20,40.713567,-73.99722,20,0,5.3,9.0,42.0,497,0,74.0,9.2,0,-4.3,0,71,False,0,0,1,CONTINUAR EXPLORACAO
1970-01-01 00:00:21,40.709007,-74.007575,21,0,4.8,5.0,37.2,456,0,73.2,7.2,0,-4.8,0,58,False,0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:22,40.709804,-74.009518,22,0,6.6,16.2,53.2,659,0,72.4,10.2,0,16.0,0,98,False,0,0,2,CONTINUAR EXPLORACAO
1970-01-01 00:00:23,40.703609,-74.00981,23,0,4.2,20.4,41.2,446,1,71.6,10.8,0,-12.0,1,133,False,0,50,11,CONTINUAR EXPLORACAO
1970-01-01 00:00:24,40.709431,-74.006302,24,0,5.4,24.6,30.4,670,0,70.8,12.6,0,-10.8,0,103,False,0,0,2,CONTINUAR EXPLORACAO
1970-01-01 00:00:25,40.715887,-74.011704,25,0,6.1,13.9,36.7,485,1,70.0,11.0,0,6.3,1,139,False,0,50,12,CONTINUAR EXPLORACAO
1970-01-01 00:00:26,40.721388,-74.008823,26,0,1.1,15.3,39.6,460,0,69.2,12.3,0,2.9,0,42,False,0,0,2,CONTINUAR EXPLORACAO
1970-01-01 00:00:27,40.714942,-74.011238,27,0,7.5,3.4,43.1,499,0,68.4,17.1,0,3.5,0,82,False,0,0,1,CONTINUAR EXPLORACAO
1970-01-01 00:00:28,40.708712,-74.011021,28,0,5.0,2.9,44.3,648,0,67.6,10.3,0,1.2,0,56,False,0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:29,40.709663,-74.000804,29,0,4.9,19.7,40.9,522,0,66.8,13.4,0,-3.4,0,88,False,0,0,2,CONTINUAR EXPLORACAO
1970-01-01 00:00:30,40.707218,-73.997841,30,0,2.4,7.8,46.7,646,3,66.0,13.5,0,5.8,4,190,False,0,200,41,RETIRADA DE RISCO PREVISTO
1970-01-01 00:00:31,40.703499,-74.002735,31,0,6.6,26.0,46.9,482,0,65.2,13.2,0,0.2,0,118,False,0,0,3,CONTINUAR EXPLORACAO
1970-01-01 00:00:32,40.708493,-74.015084,32,0,1.7,19.7,31.7,531,0,64.4,16.0,0,-15.2,0,56,False,0,0,1,CONTINUAR EXPLORACAO
1970-01-01 00:00:33,40.708944,-73.997326,33,0,10.2,11.2,56.6,574,1,63.599999999999994,18.0,0,24.9,1,174,False,0,50,12,CONTINUAR EXPLORACAO
1970-01-01 00:00:34,40.717172,-74.007552,34,0,3.6,6.6,63.2,506,2,62.8,16.0,0,6.6,4,149,False,0,200,41,RETIRADA DE RISCO PREVISTO
1970-01-01 00:00:35,40.711777,-74.002986,35,0,0.1,22.8,57.2,489,0,62.0,17.0,0,-6.0,0,47,False,0,0,2,CONTINUAR EXPLORACAO
1970-01-01 00:00:36,40.704138,-74.007307,36,0,3.2,3.4,50.4,507,0,61.2,17.2,0,-6.8,0,39,False,0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:37,40.70982,-73.997,37,0,2.1,1.4,33.9,664,0,60.4,19.1,0,-16.5,0,24,False,0,0,-1,CONTINUAR EXPLORACAO
1970-01-01 00:00:38,40.717507,-73.998181,38,0,4.0,4.1,39.8,594,2,59.6,23.6,0,5.9,4,148,False,0,200,41,RETIRADA DE RISCO PREVISTO
1970-01-01 00:00:39,40.717733,-73.998151,39,0,4.0,1.1,42.4,615,0,58.8,18.8,0,2.6,0,42,False,0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:40,40.722083,-74.011853,40,0,8.6,14.6,44.6,694,0,58.0,20.6,0,2.2,0,115,False,0,0,2,CONTINUAR EXPLORACAO
1970-01-01 00:00:41,40.702932,-74.001933,41,0,12.5,0.6,43.6,591,0,57.2,20.2,0,-1.0,0,126,False,0,0,0,CONTINUAR EXPLORACAO
1970-01-01 00:00:42,40.714969,-74.000551,42,0,4.1,25.8,47.8,413,0,56.4,18.9,0,4.2,0,93,False,0,0,3,CONTINUAR EXPLORACAO
1970-01-01 00:00:43,40.720822,-74.004703,43,0,3.0,8.0,33.2,557,3,55.6,22.8,0,-14.6,3,196,False,0,150,30,CONTINUAR EXPLORACAO
1970-01-01 00:00:44,40.711617,-74.012145,44,0,7.2,19.9,42.9,471,1,54.8,18.3,0,9.7,1,162,False,0,50,12,CONTINUAR EXPLORACAO
1970-01-01 00:00:45,40.712807,-74.000831,45,0,3.7,2.6,30.6,541,4,54.0,22.2,0,-12.3,4,242,False,0,200,40,RETIRADA DE RISCO PREVISTO
1970-01-01 00:00:46,40.708186,-74.015458,46,0,1.4,3.0,33.5,645,3,53.199999999999996,24.0,0,2.9,3,170,False,0,150,30,CONTINUAR EXPLORACAO
1970-01-01 00:00:47,40.703654,-73.9999,47,0,1.1,9.8,39.0,678,2,52.400000000000006,25.4,0,5.5,4,131,False,0,200,41,RETIRADA DE RISCO PREVISTO
1970-01-01 00:00:48,40.715536,-74.012617,48,0,10.6,0.6,49.5,498,0,51.6,25.1,0,10.5,0,107,False,0,0,1,CONTINUAR EXPLORACAO
1970-01-01 00:00:49,40.713825,-74.011996,49,0,1.4,6.8,50.4,479,3,50.8,23.0,0,0.9,3,178,False,0,150,31,CONTINUAR EXPLORACAO
